Data properties:

Recording date: 5/15/2009
Recording time: 12:33:48:000 (corresponds to time 0)
Study: PoPAnalyst-static-image
Subject: P02-arzu
Recording: Rec 02
Screen resolution: 1600 x 1200
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 50
Min duration: 100

Timestamp	StimuliName	AoiNames	GazePointX	GazePointY	FixationDuration	
10136	statemap.jpg	Content	1244	301	949	
10153	statemap.jpg	Content	1243	290	949	
10170	statemap.jpg	Content	1251	278	949	
10186	statemap.jpg	Content	1241	297	949	
10203	statemap.jpg	Content	1242	284	949	
10220	statemap.jpg	Content	1237	278	949	
10236	statemap.jpg	Content	1254	284	949	
10253	statemap.jpg	Content	1242	293	949	
10270	statemap.jpg	Content	1243	298	949	
10286	statemap.jpg	Content	1245	277	949	
10303	statemap.jpg	Content	1242	274	949	
10320	statemap.jpg	Content	1239	270	949	
10336	statemap.jpg	Content	1246	271	949	
10353	statemap.jpg	Content	1259	258	949	
10369	statemap.jpg	Content	1235	261	949	
10386	statemap.jpg	Content	1242	261	949	
10403	statemap.jpg	Content	1231	261	949	
10419	statemap.jpg	Content	1246	255	949	
10436	statemap.jpg	Content	1240	270	949	
10453	statemap.jpg	Content	1236	262	949	
10469	statemap.jpg	Content	1245	251	949	
10486	statemap.jpg	Content	1239	257	949	
10503	statemap.jpg	Content	1256	265	949	
10519	statemap.jpg	Content	1251	266	949	
10536	statemap.jpg	Content	1241	257	949	
10553	statemap.jpg	Content	0	0		
10569	statemap.jpg	Content	0	0		
10586	statemap.jpg	Content	0	0		
10603	statemap.jpg	Content	1248	267		
10619	statemap.jpg	Content	1245	254		
10636	statemap.jpg	Content	1244	268		
10653	statemap.jpg	Content	1241	267		
10669	statemap.jpg	Content	1234	263		
10686	statemap.jpg	Content	1180	241	700	
10703	statemap.jpg	Content	1207	231	700	
10719	statemap.jpg	Content	1202	230	700	
10736	statemap.jpg	Content	1203	230	700	
10753	statemap.jpg	Content	1205	232	700	
10769	statemap.jpg	Content	1198	236	700	
10786	statemap.jpg	Content	1203	237	700	
10803	statemap.jpg	Content	1207	234	700	
10819	statemap.jpg	Content	1197	237	700	
10836	statemap.jpg	Content	1199	225	700	
10853	statemap.jpg	Content	1196	237	700	
10869	statemap.jpg	Content	1203	228	700	
10886	statemap.jpg	Content	1213	222	700	
10902	statemap.jpg	Content	1208	238	700	
10919	statemap.jpg	Content	1195	222	700	
10936	statemap.jpg	Content	1208	219	700	
10952	statemap.jpg	Content	1207	221	700	
10969	statemap.jpg	Content	1197	235	700	
10986	statemap.jpg	Content	1218	221	700	
11002	statemap.jpg	Content	1212	221	700	
11019	statemap.jpg	Content	1211	211	700	
11036	statemap.jpg	Content	1208	228	700	
11052	statemap.jpg	Content	1205	222	700	
11069	statemap.jpg	Content	1198	220	700	
11086	statemap.jpg	Content	1200	210	700	
11102	statemap.jpg	Content	1212	211	700	
11119	statemap.jpg	Content	1194	215	700	
11136	statemap.jpg	Content	1211	216	700	
11152	statemap.jpg	Content	1212	214	700	
11169	statemap.jpg	Content	1213	223	700	
11186	statemap.jpg	Content	1200	218	700	
11202	statemap.jpg	Content	1205	211	700	
11219	statemap.jpg	Content	1207	219	700	
11236	statemap.jpg	Content	1205	216	700	
11252	statemap.jpg	Content	1225	224	700	
11269	statemap.jpg	Content	1244	246	700	
11286	statemap.jpg	Content	1251	247	700	
11302	statemap.jpg	Content	1240	238	700	
11319	statemap.jpg	Content	1244	259	700	
11336	statemap.jpg	Content	1246	246	700	
11352	statemap.jpg	Content	1257	243	700	
11369	statemap.jpg	Content	1247	249	700	
11386	statemap.jpg	Content	1315	315		
11402	statemap.jpg	NY, MA, VT	1358	392	166	
11419	statemap.jpg	NY, MA, VT	1354	406	166	
11435	statemap.jpg	NY, MA, VT	1363	380	166	
11452	statemap.jpg	NY, MA, VT	1359	394	166	
11469	statemap.jpg	NY, MA, VT	1352	389	166	
11485	statemap.jpg	NY, MA, VT	1363	388	166	
11502	statemap.jpg	NY, MA, VT	1356	389	166	
11519	statemap.jpg	NY, MA, VT	1351	393	166	
11535	statemap.jpg	NY, MA, VT	1359	388	166	
11552	statemap.jpg	NY, MA, VT	1354	377	166	
11569	statemap.jpg	Content	0	0		
11585	statemap.jpg	Content	0	0		
11602	statemap.jpg	Content	0	0		
11619	statemap.jpg	VT, NH	1348	408	600	
11635	statemap.jpg	VT, NH	1353	390	600	
11652	statemap.jpg	VT, NH	1364	388	600	
11669	statemap.jpg	VT, NH	1352	392	600	
11685	statemap.jpg	VT, NH	1362	405	600	
11702	statemap.jpg	VT, NH	1358	389	600	
11719	statemap.jpg	VT, NH	1382	391	600	
11735	statemap.jpg	VT, NH	1381	419	600	
11752	statemap.jpg	VT, NH	1392	400	600	
11768	statemap.jpg	VT, NH	1391	413	600	
11785	statemap.jpg	VT, NH	1385	412	600	
11802	statemap.jpg	VT, NH	1381	415	600	
11818	statemap.jpg	VT, NH	1393	410	600	
11835	statemap.jpg	VT, NH	1401	389	600	
11852	statemap.jpg	VT, NH	1392	407	600	
11868	statemap.jpg	VT, NH	1393	405	600	
11885	statemap.jpg	VT, NH	1394	406	600	
11902	statemap.jpg	VT, NH	1383	403	600	
11918	statemap.jpg	VT, NH	1374	366	600	
11935	statemap.jpg	VT, NH	1382	350	600	
11952	statemap.jpg	VT, NH	1375	358	600	
11968	statemap.jpg	VT, NH	1378	353	600	
11985	statemap.jpg	VT, NH	1375	358	600	
12002	statemap.jpg	VT, NH	1374	346	600	
12018	statemap.jpg	VT, NH	1384	348	600	
12035	statemap.jpg	VT, NH	1374	357	600	
12052	statemap.jpg	VT, NH	1380	350	600	
12068	statemap.jpg	VT, NH	1376	348	600	
12085	statemap.jpg	VT, NH	1380	350	600	
12102	statemap.jpg	VT, NH	1389	354	600	
12118	statemap.jpg	VT, NH	1376	361	600	
12135	statemap.jpg	VT, NH	1372	359	600	
12152	statemap.jpg	VT, NH	1369	366	600	
12168	statemap.jpg	VT, NH	1373	359	600	
12185	statemap.jpg	VT, NH	1379	348	600	
12202	statemap.jpg	VT, NH	1405	340	600	
12218	statemap.jpg	ME	1425	285	350	
12235	statemap.jpg	ME	1433	281	350	
12251	statemap.jpg	ME	1426	277	350	
12268	statemap.jpg	ME	1431	290	350	
12285	statemap.jpg	ME	1419	286	350	
12301	statemap.jpg	ME	1426	286	350	
12318	statemap.jpg	ME	1430	290	350	
12335	statemap.jpg	ME	1430	276	350	
12351	statemap.jpg	ME	1431	291	350	
12368	statemap.jpg	ME	1431	287	350	
12385	statemap.jpg	ME	1425	283	350	
12401	statemap.jpg	ME	1422	278	350	
12418	statemap.jpg	ME	1429	278	350	
12435	statemap.jpg	ME	1428	280	350	
12451	statemap.jpg	ME	1425	291	350	
12468	statemap.jpg	ME	1430	293	350	
12485	statemap.jpg	ME	1417	293	350	
12501	statemap.jpg	ME	1423	292	350	
12518	statemap.jpg	ME	1414	287	350	
12535	statemap.jpg	ME	1430	302	350	
12551	statemap.jpg	ME	1429	312	350	
12568	statemap.jpg	Content	0	0		
12585	statemap.jpg	Content	0	0		
12601	statemap.jpg	Content	0	0		
12618	statemap.jpg	Content	0	0		
12635	statemap.jpg	Content	0	0		
12651	statemap.jpg	Content	0	0		
12668	statemap.jpg	Content	0	0		
12685	statemap.jpg	Content	0	0		
12701	statemap.jpg	Content	0	0		
12718	statemap.jpg	Content	1406	320		
12735	statemap.jpg	Content	1423	314		
12751	statemap.jpg	Content	1415	321		
12768	statemap.jpg	Content	1417	322		
12784	statemap.jpg	Content	1410	335		
12801	statemap.jpg	WV, MD	1258	476	366	
12818	statemap.jpg	WV, MD	1238	521	366	
12834	statemap.jpg	WV, MD	1242	541	366	
12851	statemap.jpg	WV, MD	1247	535	366	
12868	statemap.jpg	WV, MD	1260	526	366	
12884	statemap.jpg	WV, MD	1251	521	366	
12901	statemap.jpg	WV, MD	1239	516	366	
12918	statemap.jpg	WV, MD	1244	542	366	
12934	statemap.jpg	WV, MD	1245	540	366	
12951	statemap.jpg	WV, MD	1242	531	366	
12968	statemap.jpg	WV, MD	1218	525	366	
12984	statemap.jpg	WV, MD	1206	523	366	
13001	statemap.jpg	WV, MD	1206	536	366	
13018	statemap.jpg	WV, MD	1229	522	366	
13034	statemap.jpg	WV, MD	1209	524	366	
13051	statemap.jpg	WV, MD	1219	518	366	
13068	statemap.jpg	WV, MD	1222	537	366	
13084	statemap.jpg	WV, MD	1212	538	366	
13101	statemap.jpg	WV, MD	1208	527	366	
13118	statemap.jpg	WV, MD	1210	526	366	
13134	statemap.jpg	WV, MD	1213	518	366	
13151	statemap.jpg	WV, MD	1207	534	366	
13168	statemap.jpg	PA	1257	525	433	
13184	statemap.jpg	PA	1261	511	433	
13201	statemap.jpg	PA	1270	503	433	
13218	statemap.jpg	PA	1269	524	433	
13234	statemap.jpg	PA	1263	504	433	
13251	statemap.jpg	PA	1267	506	433	
13268	statemap.jpg	PA	1264	518	433	
13284	statemap.jpg	PA	1267	512	433	
13301	statemap.jpg	PA	1256	516	433	
13317	statemap.jpg	PA	1269	515	433	
13334	statemap.jpg	PA	1263	514	433	
13351	statemap.jpg	PA	1266	516	433	
13367	statemap.jpg	PA	1271	511	433	
13384	statemap.jpg	PA	1265	514	433	
13401	statemap.jpg	PA	1264	507	433	
13417	statemap.jpg	PA	1262	504	433	
13434	statemap.jpg	PA	1254	506	433	
13451	statemap.jpg	PA	1264	516	433	
13467	statemap.jpg	PA	1268	515	433	
13484	statemap.jpg	PA	1274	513	433	
13501	statemap.jpg	PA	1231	512	433	
13517	statemap.jpg	PA	1214	519	433	
13534	statemap.jpg	PA	1221	525	433	
13551	statemap.jpg	PA	1206	523	433	
13567	statemap.jpg	PA	1216	527	433	
13584	statemap.jpg	PA	1211	522	433	
13601	statemap.jpg	Content	0	0		
13617	statemap.jpg	Content	0	0		
13634	statemap.jpg	Content	0	0		
13650	statemap.jpg	PA	1203	531	200	
13667	statemap.jpg	PA	1219	513	200	
13684	statemap.jpg	PA	1210	521	200	
13700	statemap.jpg	PA	1214	520	200	
13717	statemap.jpg	PA	1218	515	200	
13734	statemap.jpg	PA	1221	522	200	
13750	statemap.jpg	PA	1213	513	200	
13767	statemap.jpg	PA	1208	535	200	
13784	statemap.jpg	PA	1216	519	200	
13800	statemap.jpg	PA	1218	521	200	
13817	statemap.jpg	PA	1227	531	200	
13834	statemap.jpg	PA	1216	539	200	
13850	statemap.jpg	VA	1236	596	217	
13867	statemap.jpg	VA	1231	593	217	
13884	statemap.jpg	VA	1230	605	217	
13900	statemap.jpg	VA	1235	605	217	
13917	statemap.jpg	VA	1239	591	217	
13934	statemap.jpg	VA	1238	600	217	
13950	statemap.jpg	VA	1226	592	217	
13967	statemap.jpg	VA	1243	592	217	
13984	statemap.jpg	VA	1244	597	217	
14000	statemap.jpg	VA	1235	588	217	
14017	statemap.jpg	VA	1242	597	217	
14034	statemap.jpg	VA	1253	595	217	
14050	statemap.jpg	VA	1254	583	217	
14067	statemap.jpg	VA, MD	1301	561	150	
14084	statemap.jpg	VA, MD	1286	581	150	
14100	statemap.jpg	VA, MD	1299	565	150	
14117	statemap.jpg	VA, MD	1285	566	150	
14134	statemap.jpg	VA, MD	1291	583	150	
14150	statemap.jpg	VA, MD	1295	570	150	
14167	statemap.jpg	VA, MD	1299	577	150	
14183	statemap.jpg	VA, MD	1300	564	150	
14200	statemap.jpg	VA, MD	1290	572	150	
14217	statemap.jpg	Content	1363	508		
14233	statemap.jpg	Content	1422	484		
14250	statemap.jpg	Content	1419	479		
14267	statemap.jpg	Content	1423	472		
14283	statemap.jpg	Content	1421	477		
14300	statemap.jpg	Content	1421	480		
14317	statemap.jpg	Content	1424	483		
14333	statemap.jpg	CT, MA, RI	1407	424	266	
14350	statemap.jpg	CT, MA, RI	1407	391	266	
14367	statemap.jpg	CT, MA, RI	1400	393	266	
14383	statemap.jpg	CT, MA, RI	1393	389	266	
14400	statemap.jpg	CT, MA, RI	1411	406	266	
14417	statemap.jpg	CT, MA, RI	1393	392	266	
14433	statemap.jpg	CT, MA, RI	1391	405	266	
14450	statemap.jpg	CT, MA, RI	1395	397	266	
14467	statemap.jpg	CT, MA, RI	1401	394	266	
14483	statemap.jpg	CT, MA, RI	1396	408	266	
14500	statemap.jpg	CT, MA, RI	1380	415	266	
14517	statemap.jpg	CT, MA, RI	1390	407	266	
14533	statemap.jpg	CT, MA, RI	1403	420	266	
14550	statemap.jpg	CT, MA, RI	1397	394	266	
14567	statemap.jpg	CT, MA, RI	1401	405	266	
14583	statemap.jpg	CT, MA, RI	1366	432	266	
14600	statemap.jpg	Content	0	0		
14617	statemap.jpg	Content	0	0		
14633	statemap.jpg	Content	0	0		
14650	statemap.jpg	Content	1375	454		
14667	statemap.jpg	Content	1352	458		
14683	statemap.jpg	Content	1344	484		
14700	statemap.jpg	Content	0	0		
14716	statemap.jpg	Content	1338	486		
14733	statemap.jpg	Content	0	0		
14750	statemap.jpg	Content	0	0		
14766	statemap.jpg	Content	1377	359		
14783	statemap.jpg	Content	1362	389		
14800	statemap.jpg	Content	0	0		
14816	statemap.jpg	Content	0	0		
14833	statemap.jpg	Content	0	0		
14850	statemap.jpg	Content	0	0		
14866	statemap.jpg	Content	0	0		
14883	statemap.jpg	Content	0	0		
14900	statemap.jpg	Content	0	0		
14916	statemap.jpg	Content	0	0		
14933	statemap.jpg	Content	0	0		
14950	statemap.jpg	Content	0	0		
14966	statemap.jpg	Content	0	0		
14983	statemap.jpg	Content	0	0		
15000	statemap.jpg	Content	0	0		
15016	statemap.jpg	Content	0	0		
15033	statemap.jpg	Content	0	0		
15050	statemap.jpg	Content	0	0		
15066	statemap.jpg	Content	0	0		
15083	statemap.jpg	Content	0	0		
15099	statemap.jpg	Content	0	0		
15116	statemap.jpg	Content	0	0		
15133	statemap.jpg	CTl	1459	469	300	
15149	statemap.jpg	CTl	1465	455	300	
15166	statemap.jpg	CTl	1462	456	300	
15183	statemap.jpg	CTl	1456	448	300	
15199	statemap.jpg	CTl	1457	451	300	
15216	statemap.jpg	CTl	1458	474	300	
15233	statemap.jpg	CTl	1474	483	300	
15249	statemap.jpg	CTl	1465	477	300	
15266	statemap.jpg	CTl	1475	522	300	
15283	statemap.jpg	CTl	1478	516	300	
15299	statemap.jpg	CTl	1481	523	300	
15316	statemap.jpg	CTl	1486	517	300	
15333	statemap.jpg	CTl	1479	509	300	
15349	statemap.jpg	CTl	1474	534	300	
15366	statemap.jpg	CTl	1478	526	300	
15383	statemap.jpg	CTl	1472	529	300	
15399	statemap.jpg	CTl	1480	541	300	
15416	statemap.jpg	CTl	1477	527	300	
15433	statemap.jpg	Content	0	0		
15449	statemap.jpg	Content	0	0		
15466	statemap.jpg	Content	0	0		
15483	statemap.jpg	Content	0	0		
15499	statemap.jpg	Content	0	0		
15516	statemap.jpg	Content	0	0		
15533	statemap.jpg	Content	0	0		
15549	statemap.jpg	Content	0	0		
15566	statemap.jpg	Content	0	0		
15583	statemap.jpg	Content	0	0		
15599	statemap.jpg	Content	0	0		
15616	statemap.jpg	Content	0	0		
15633	statemap.jpg	Content	0	0		
15649	statemap.jpg	Content	0	0		
15666	statemap.jpg	Content	0	0		
15682	statemap.jpg	Content	0	0		
15699	statemap.jpg	Content	0	0		
15716	statemap.jpg	Content	0	0		
15732	statemap.jpg	Content	0	0		
15749	statemap.jpg	Content	0	0		
15766	statemap.jpg	Content	0	0		
15782	statemap.jpg	Content	0	0		
15799	statemap.jpg	Content	0	0		
15816	statemap.jpg	Content	0	0		
15832	statemap.jpg	Content	0	0		
15849	statemap.jpg	Content	0	0		
15866	statemap.jpg	Content	0	0		
15882	statemap.jpg	Content	0	0		
15899	statemap.jpg	Content	0	0		
15916	statemap.jpg	Content	0	0		
15932	statemap.jpg	Content	0	0		
15949	statemap.jpg	Content	0	0		
15966	statemap.jpg	Content	0	0		
15982	statemap.jpg	Content	0	0		
15999	statemap.jpg	Content	0	0		
16016	statemap.jpg	NY	1358	446	133	
16032	statemap.jpg	NY	1358	445	133	
16049	statemap.jpg	NY	1379	433	133	
16066	statemap.jpg	NY	1351	428	133	
16082	statemap.jpg	NY	1364	451	133	
16099	statemap.jpg	NY	1343	458	133	
16115	statemap.jpg	NY	1368	424	133	
16132	statemap.jpg	NY	1364	433	133	
16149	statemap.jpg	Content	1367	521		
16165	statemap.jpg	Content	1356	502		
16182	statemap.jpg	Content	1384	732		
16199	statemap.jpg	Content	0	0		
16215	statemap.jpg	Content	0	0		
16232	statemap.jpg	Content	0	0		
16249	statemap.jpg	Content	0	0		
16265	statemap.jpg	Content	0	0		
16282	statemap.jpg	Content	0	0		
16299	statemap.jpg	Content	0	0		
16315	statemap.jpg	Content	0	0		
16332	statemap.jpg	Content	0	0		
16349	statemap.jpg	Content	1373	447	283	
16365	statemap.jpg	Content	1365	457	283	
16382	statemap.jpg	Content	1377	430	283	
16399	statemap.jpg	Content	1355	454	283	
16415	statemap.jpg	Content	1378	449	283	
16432	statemap.jpg	Content	1390	432	283	
16449	statemap.jpg	Content	1381	455	283	
16465	statemap.jpg	Content	1382	443	283	
16482	statemap.jpg	Content	1389	428	283	
16499	statemap.jpg	Content	1382	438	283	
16515	statemap.jpg	Content	1377	476	283	
16532	statemap.jpg	Content	1381	453	283	
16549	statemap.jpg	Content	1386	443	283	
16565	statemap.jpg	Content	1389	446	283	
16582	statemap.jpg	Content	1369	438	283	
16599	statemap.jpg	Content	1366	442	283	
16615	statemap.jpg	Content	1377	429	283	
16632	statemap.jpg	Content	0	0		
16648	statemap.jpg	Content	0	0		
16665	statemap.jpg	Content	0	0		
16682	statemap.jpg	CT	1356	458	216	
16698	statemap.jpg	CT	1364	447	216	
16715	statemap.jpg	CT	1357	453	216	
16732	statemap.jpg	CT	1371	445	216	
16748	statemap.jpg	CT	1389	405	216	
16765	statemap.jpg	CT	1362	430	216	
16782	statemap.jpg	CT	1373	420	216	
16798	statemap.jpg	CT	1366	428	216	
16815	statemap.jpg	CT	1370	403	216	
16832	statemap.jpg	CT	1374	441	216	
16848	statemap.jpg	CT	1367	422	216	
16865	statemap.jpg	CT	1388	444	216	
16882	statemap.jpg	CT	1380	436	216	
16898	statemap.jpg	Content	0	0		
16915	statemap.jpg	Content	0	0		
16932	statemap.jpg	Content	0	0		
16948	statemap.jpg	Content	0	0		
16965	statemap.jpg	Content	0	0		
16982	statemap.jpg	Content	0	0		
16998	statemap.jpg	Content	0	0		
17015	statemap.jpg	Content	0	0		
17031	statemap.jpg	Content	0	0		
17048	statemap.jpg	Content	0	0		
17065	statemap.jpg	Content	0	0		
17081	statemap.jpg	Content	0	0		
17098	statemap.jpg	Content	0	0		
17115	statemap.jpg	Content	0	0		
17131	statemap.jpg	Content	0	0		
17148	statemap.jpg	Content	0	0		
17165	statemap.jpg	Content	0	0		
17181	statemap.jpg	Content	0	0		
17198	statemap.jpg	Content	0	0		
17215	statemap.jpg	Content	0	0		
17233	statemap.jpg	Content	0	0		
17248	statemap.jpg	Content	0	0		
17265	statemap.jpg	Content	0	0		
17281	statemap.jpg	Content	0	0		
17298	statemap.jpg	Content	0	0		
17315	statemap.jpg	Content	0	0		
17331	statemap.jpg	Content	0	0		
17348	statemap.jpg	Content	0	0		
17365	statemap.jpg	Content	0	0		
17383	statemap.jpg	Content	0	0		
17400	statemap.jpg	Content	0	0		
17415	statemap.jpg	Content	0	0		
17431	statemap.jpg	Content	0	0		
17448	statemap.jpg	Content	0	0		
17465	statemap.jpg	Content	0	0		
17481	statemap.jpg	Content	0	0		
17498	statemap.jpg	Content	0	0		
17515	statemap.jpg	Content	0	0		
17531	statemap.jpg	Content	0	0		
17548	statemap.jpg	Content	0	0		
17566	statemap.jpg	Content	0	0		
17583	statemap.jpg	Content	0	0		
17599	statemap.jpg	Content	0	0		
17615	statemap.jpg	Content	0	0		
17631	statemap.jpg	Content	0	0		
17648	statemap.jpg	Content	0	0		
17664	statemap.jpg	Content	0	0		
17681	statemap.jpg	Content	0	0		
17698	statemap.jpg	Content	0	0		
17714	statemap.jpg	Content	0	0		
17731	statemap.jpg	Content	0	0		
17748	statemap.jpg	Content	0	0		
17764	statemap.jpg	Content	0	0		
17781	statemap.jpg	Content	0	0		
17798	statemap.jpg	Content	0	0		
17816	statemap.jpg	Content	0	0		
17833	statemap.jpg	Content	0	0		
17848	statemap.jpg	Content	0	0		
17864	statemap.jpg	Content	0	0		
17881	statemap.jpg	Content	0	0		
17898	statemap.jpg	Content	0	0		
17914	statemap.jpg	Content	0	0		
17931	statemap.jpg	Content	0	0		
17948	statemap.jpg	Content	0	0		
17964	statemap.jpg	Content	0	0		
17981	statemap.jpg	Content	0	0		
17998	statemap.jpg	Content	0	0		
18015	statemap.jpg	Content	0	0		
18033	statemap.jpg	Content	0	0		
18048	statemap.jpg	Content	0	0		
18065	statemap.jpg	Content	0	0		
18081	statemap.jpg	Content	0	0		
18098	statemap.jpg	Content	0	0		
18114	statemap.jpg	Content	0	0		
18131	statemap.jpg	Content	0	0		
18147	statemap.jpg	Content	0	0		
18164	statemap.jpg	Content	0	0		
18181	statemap.jpg	Content	0	0		
18198	statemap.jpg	Content	0	0		
18215	statemap.jpg	Content	0	0		
18232	statemap.jpg	Content	0	0		
18247	statemap.jpg	Content	0	0		
18264	statemap.jpg	Content	0	0		
18281	statemap.jpg	Content	0	0		
18297	statemap.jpg	Content	0	0		
18314	statemap.jpg	Content	0	0		
18331	statemap.jpg	Content	0	0		
18347	statemap.jpg	Content	0	0		
18364	statemap.jpg	Content	0	0		
18381	statemap.jpg	Content	0	0		
18398	statemap.jpg	Content	0	0		
18416	statemap.jpg	Content	0	0		
18431	statemap.jpg	Content	0	0		
18447	statemap.jpg	Content	0	0		
18464	statemap.jpg	Content	0	0		
18480	statemap.jpg	Content	0	0		
18497	statemap.jpg	Content	0	0		
18514	statemap.jpg	Content	0	0		
18531	statemap.jpg	Content	0	0		
18547	statemap.jpg	Content	0	0		
18564	statemap.jpg	Content	0	0		
18582	statemap.jpg	Content	0	0		
18599	statemap.jpg	Content	0	0		
18614	statemap.jpg	Content	0	0		
18630	statemap.jpg	Content	0	0		
18647	statemap.jpg	Content	0	0		
18664	statemap.jpg	Content	0	0		
18680	statemap.jpg	Content	0	0		
18697	statemap.jpg	Content	0	0		
18714	statemap.jpg	Content	0	0		
18730	statemap.jpg	Content	0	0		
18747	statemap.jpg	Content	0	0		
18764	statemap.jpg	Content	0	0		
18780	statemap.jpg	Content	0	0		
18797	statemap.jpg	Content	0	0		
18814	statemap.jpg	Content	0	0		
18830	statemap.jpg	Content	0	0		
18847	statemap.jpg	Content	0	0		
18864	statemap.jpg	WV, MD	1223	517	600	
18880	statemap.jpg	WV, MD	1229	527	600	
18897	statemap.jpg	WV, MD	1234	526	600	
18913	statemap.jpg	WV, MD	1244	510	600	
18930	statemap.jpg	WV, MD	1231	530	600	
18947	statemap.jpg	WV, MD	1234	523	600	
18963	statemap.jpg	WV, MD	1235	526	600	
18980	statemap.jpg	WV, MD	1231	529	600	
18997	statemap.jpg	WV, MD	1197	532	600	
19013	statemap.jpg	WV, MD	1206	526	600	
19030	statemap.jpg	WV, MD	1215	538	600	
19047	statemap.jpg	WV, MD	1203	536	600	
19063	statemap.jpg	WV, MD	1207	538	600	
19080	statemap.jpg	WV, MD	1212	542	600	
19097	statemap.jpg	WV, MD	1215	544	600	
19113	statemap.jpg	WV, MD	1211	542	600	
19130	statemap.jpg	WV, MD	1209	545	600	
19147	statemap.jpg	WV, MD	1201	537	600	
19163	statemap.jpg	WV, MD	1206	534	600	
19180	statemap.jpg	WV, MD	1213	529	600	
19197	statemap.jpg	WV, MD	1209	539	600	
19213	statemap.jpg	WV, MD	1211	530	600	
19230	statemap.jpg	WV, MD	1213	545	600	
19247	statemap.jpg	WV, MD	1245	529	600	
19263	statemap.jpg	WV, MD	1257	526	600	
19280	statemap.jpg	WV, MD	1244	530	600	
19297	statemap.jpg	WV, MD	1256	523	600	
19313	statemap.jpg	WV, MD	1250	529	600	
19330	statemap.jpg	WV, MD	1254	528	600	
19347	statemap.jpg	WV, MD	1249	526	600	
19363	statemap.jpg	WV, MD	1250	532	600	
19380	statemap.jpg	WV, MD	1246	536	600	
19397	statemap.jpg	WV, MD	1261	538	600	
19413	statemap.jpg	WV, MD	1245	533	600	
19430	statemap.jpg	WV, MD	1252	523	600	
19446	statemap.jpg	WV, MD	1250	542	600	
19463	statemap.jpg	KY, OH	1108	567	200	
19480	statemap.jpg	KY, OH	1102	572	200	
19496	statemap.jpg	KY, OH	1097	578	200	
19513	statemap.jpg	KY, OH	1098	596	200	
19530	statemap.jpg	KY, OH	1092	576	200	
19546	statemap.jpg	KY, OH	1104	571	200	
19563	statemap.jpg	KY, OH	1102	577	200	
19580	statemap.jpg	KY, OH	1107	579	200	
19596	statemap.jpg	KY, OH	1106	574	200	
19613	statemap.jpg	KY, OH	1108	576	200	
19630	statemap.jpg	KY, OH	1095	575	200	
19646	statemap.jpg	KY, OH	1103	575	200	
19663	statemap.jpg	Content	0	0		
19680	statemap.jpg	Content	0	0		
19696	statemap.jpg	Content	0	0		
19713	statemap.jpg	OH	1096	567	233	
19730	statemap.jpg	OH	1092	573	233	
19746	statemap.jpg	OH	1097	577	233	
19763	statemap.jpg	OH	1112	578	233	
19780	statemap.jpg	OH	1115	581	233	
19796	statemap.jpg	OH	1116	576	233	
19813	statemap.jpg	OH	1115	565	233	
19830	statemap.jpg	OH	1118	571	233	
19846	statemap.jpg	OH	1120	578	233	
19863	statemap.jpg	OH	1122	576	233	
19880	statemap.jpg	OH	1120	577	233	
19896	statemap.jpg	OH	1122	578	233	
19913	statemap.jpg	OH	1119	570	233	
19930	statemap.jpg	OH	1116	574	233	
19946	statemap.jpg	MI	1064	485	733	
19963	statemap.jpg	MI	1053	474	733	
19979	statemap.jpg	MI	1053	481	733	
19996	statemap.jpg	MI	1052	481	733	
20013	statemap.jpg	MI	1043	473	733	
20029	statemap.jpg	MI	1052	476	733	
20046	statemap.jpg	MI	1042	473	733	
20063	statemap.jpg	MI	1047	472	733	
20079	statemap.jpg	MI	1054	473	733	
20096	statemap.jpg	MI	1041	474	733	
20113	statemap.jpg	MI	1045	475	733	
20129	statemap.jpg	MI	1052	454	733	
20146	statemap.jpg	MI	1041	467	733	
20163	statemap.jpg	MI	1049	465	733	
20179	statemap.jpg	MI	1051	462	733	
20196	statemap.jpg	MI	1043	474	733	
20213	statemap.jpg	MI	1049	468	733	
20229	statemap.jpg	MI	1047	483	733	
20246	statemap.jpg	MI	1042	473	733	
20263	statemap.jpg	MI	1047	479	733	
20279	statemap.jpg	MI	1048	467	733	
20296	statemap.jpg	MI	1052	466	733	
20312	statemap.jpg	MI	1053	485	733	
20329	statemap.jpg	MI	1046	474	733	
20346	statemap.jpg	MI	1051	472	733	
20362	statemap.jpg	MI	1071	475	733	
20379	statemap.jpg	MI	1060	473	733	
20396	statemap.jpg	MI	1067	480	733	
20412	statemap.jpg	MI	1060	471	733	
20429	statemap.jpg	MI	1064	484	733	
20446	statemap.jpg	MI	1063	482	733	
20462	statemap.jpg	MI	1054	484	733	
20479	statemap.jpg	MI	1062	488	733	
20496	statemap.jpg	MI	1061	473	733	
20512	statemap.jpg	MI	1064	478	733	
20529	statemap.jpg	MI	1048	480	733	
20546	statemap.jpg	MI	1068	476	733	
20562	statemap.jpg	MI	1060	485	733	
20579	statemap.jpg	MI	1057	478	733	
20596	statemap.jpg	MI	1074	471	733	
20612	statemap.jpg	MI	1069	485	733	
20629	statemap.jpg	MI	1064	475	733	
20646	statemap.jpg	MI	1061	472	733	
20662	statemap.jpg	MI	1072	474	733	
20679	statemap.jpg	Content	0	0		
20696	statemap.jpg	Content	0	0		
